제목,날짜,내용,발행사,링크
"칠곡군농기센터, 농촌지도자 역량강화 교육 진행",2023-04-15 23:09:34+00:00,"칠곡군농업기술센터는 지난 12일 농업기술센터 대강당에서 농촌지도자 회원 150여명을 대상으로 `2023년 농촌지도자 역량강화교육`을 실시했다. 본격적인 영농철을 앞두고 농촌지도자 회원들의 농작업 부상 예방과 건강 증진을 위해 이번 교육을 준비했으며, 경운대학교 신형수 교수를 초빙해 ▲농부증 예방 및 스트레칭 실습 ▲농작업 안전관리 ▲심폐소생술 등 실전 건강 관리에 도움이 되는 내용으로 구성해 회원들의 호응을 얻었다. 한편 농촌지도자칠곡군연합회는 과학영농 보급의 선도적인 역할을 하며 농업후계자 육성과 농가소득 증대, 농업인 권익 향상, 불우이웃 돕기 등 지역사회에 기여하고 있는 농업인학습단체로 현재 380여명의 회원이 활동하고 있다. 가입 문의는 칠곡군농업기술센터 교육경영팀으로 하면 된다.",일간경북신문,http://www.kbsm.net/news/view.php?idx=388120
"칠곡군보건소, 건강한 회사 만들기 프로그램 운영",2023-04-13 13:01:50+00:00,"칠곡군보건소는 사업장에 방문해 건강서비스를 제공하는 건강한 회사 만들기 프로그램 우리회사 건강쉼터를 오는 10월까지 운영한다.이번 프로그램은 직장생활 중 과도한 업무 스트레스와 소홀한 건강관리로 인해 만성질환이 생길 확률이 높은 직장인을 대상으로 찾아가는 건강관리 서비스를 실시함으로 질병의 조기발견 및 예방에 기여하고자 마련됐다.월1~2회 정기적으로 사업장이 원하는 시간에 방문하여 기초건강측정(혈압, 혈당, 콜레스테롤 등) 및 개인별 건강상담, 만성질환 예방관리 건강강좌를 실시하고 필요시 금연 희망자를 위한 이동 금연클리닉도 운영한다.",일간경북신문,http://www.kbsm.net/news/view.php?idx=387951
"칠곡군, 네이버 클로바 케어콜 도입 협약 체결",2023-04-13 10:10:15+00:00,"칠곡군지역사회보장협의체(공동위원장 김재욱·최충원)는 지난 7일 네이버(주)와 중·노년층의 고독사 예방을 위한 `네이버 클로바 케어콜` 도입 협약을 체결했다. 이번 업무협약으로 칠곡군지역사회보장협의체에서는 인공지능(AI) 기술로 ‘칠곡군 안부전화 시범사업’을 추진해 사회적·경제적으로 고립된 가구의 신속한 위기 대응체계 마련을 위한 고독사 예방과 지역사회 스마트 돌봄시스템을 구현할 것으로 기대된다. ‘네이버 클로바 케어콜’은 네이버(주)가 자체 개발한 초거대 인공지능 ‘하이퍼클로바’를 기반으로 자연스러운 대화가 가능하고, 대상자와의 대화를 AI가 분석해 건강, 식사, 수면, 운동, 외출 등 일상생활 패턴까지 모니터링이 가능하다. 또한 대상자와의 지난 대화를 기억해 개인 맞춤형 대화를 통한 섬세한 정서 케어가 가능할 뿐만 아니라, 칠곡군 등에서 발송하는 재난 문자를 기반으로 전화 수신 가구의 피해를 확인하고 안전 수칙을 안내하는 목적성 안부 대화 기능도 탑재돼 있다. 칠곡군지역사회보장협의체는 돌봄사각지대에 놓인 중장년 세대 50가구를 선정해 4월부터 주1회 AI와 통화를 진행, 위기 징후가 발견될 경우 즉각 확인하고 연계·지원할 수 있도록 칠곡군의 찾아가는 보건복지서비스 기능을 강화할 계획이다.",일간경북신문,http://www.kbsm.net/news/view.php?idx=387896
"칠곡군, 봄철 도시숲·가로수 생육 관리 나서",2023-04-13 09:58:47+00:00,"칠곡군 산림녹지과는 가로수 및 미세먼지 차단숲 등 도시숲에 봄철 비료주기 및 관수 작업을 실시했다.동정천 이팝나무 가로수 등에 비료를 살포해 수목 생육촉진과 병해충에 강한 나무로 가꾸어 미세먼지 차단 등 도시숲의 공익적 가치를 증대시켰다. 더불어 역사너울길, 미세먼지 차단숲 내 가뭄에 취약한 메타세콰이어와 작년에 식재한 가로수를 중심으로 관수작업을 실시해 수목의 탈수현상을 방지하고 활착을 촉진했다. 칠곡군 산림관계자는 ″이번 가로수 생육관리에 비료주기 및 관수 작업으로 수목의 녹음이 일찍 형성돼 쾌적한 도시숲 및 가로환경이 조성 될 것으로 기대하고 있다""며, ""자체 수목관리 인력 11명을 지속적으로 투입해 가로수 및 도시숲 등 녹지 관리에 최선을 다할 방침""이라고 밝혔다.",일간경북신문,http://www.kbsm.net/news/view.php?idx=387890
"칠곡군농업기술센터, 농촌체험관광 활성화 교장단 초청 팸투어 진행",2023-04-13 09:52:33+00:00,"칠곡군농업기술센터는 지난 11일 유치원, 초중고등학교 교장단 및 교육지원청 관계자 32명을 초청해 농촌체험농장 팸투어를 실시했다. 이번 칠곡군농업기술센터와 칠곡교육지원청은 작년 12월 농촌체험관광 및 교육지원 활성화를 위한 업무협약(MOU)을 체결한 바 있다. 특히 17개 체험농장이 속해 있는 농촌체험관광 연구회가 활발하게 활동하고 있으며, 이번 팸투어는 농촌체험관광 활성화의 일환으로 학교·기관·체험농장이 긴밀하게 연계해 선진 농촌 체험농장 방문을 통해 각급 학교의 현장학습 체험코스의 최적지임을 홍보하는 차원에서 준비됐다.이날 팸투어에 참여한 교장단은 지천면에 위치한 덕산수목원에서의 정원 산책을 시작으로 동명면 태장고에서 고추장 담그기 체험, 왜관읍 꿀잼농원에서 여왕벌 관찰 및 꿀벌 왕국 만들기 체험 등을 통해 칠곡이 가진 우수한 관광자원을 둘러보며 다양한 농촌체험 프로그램을 경험했다.",일간경북신문,http://www.kbsm.net/news/view.php?idx=387889
"칠곡군, 한전 칠곡지사와 에너지 복지증진 및 에너지 기본권 업무협약 체결",2023-04-13 09:46:17+00:00,칠곡군은 한국전력공사 칠곡지사(지사장 김기홍)와 지난 10일 에너지 복지증진을 위한 위기가구 발굴의 적극 협력 및 에너지 기본권 확보 등의 공동 추진을 위한 업무 협약을 체결했다. 이번 협약의 주요 내용으로 ▲에너지 복지증진을 위한 복지할인 지원대상 및 위기가구 발굴 적극 협력 ▲에너지 기본권 확보를 위한 사용자 실명화 사업 적극 협력 ▲사회복지시설 등 에너지 효율 향상 지원사업 공동 추진 ▲지자체 요청 지중화 및 그린뉴딜 지중화 사업 적극 협력 등으로 상호 발전과 우호 증진에 도움이 되는 사업에 상호간에 업무 협약을 체결했다.,일간경북신문,http://www.kbsm.net/news/view.php?idx=387888
"칠곡군장애인종합복지관, 공모사업 2건 선정...사업비 5억5천 확보",2023-04-12 11:09:44+00:00,"칠곡군장애인종합복지관(관장 김영식)은 지난 7일 ‘실감콘텐츠 드림존 조성 - 상상누림터’ 구축지원사업(5억원)과 ‘동행복지재단 리뉴얼’ 공모사업(5천만원) 등 총 5억5천만원이 최종 선정됐다고 밝혔다. ‘상상누림터’는 문화체육관광부와 (사)한국VR AR콘텐츠진흥협회에서 주관하는 ICT기술을 접목한 체험공간 구축사업이다. 주로 문화취약계층 장애인들이 참여해 스포츠·문화여가·교육과 관련된 영상을 체험하는 신기술 융합콘텐츠 체험 장소로 제공하며, 향후 장애인식개선교육에 활용될 예정이다. ‘동행복지재단 리뉴얼’사업은 장애인복지관 노후시설 환경개선사업으로, 관내 목욕탕 탈의실 확장과 편의시설 보완을 통해 이용자들의 편의증진과 서비스의 질적향상을 위해 진행될 예정이다. 이번 공모사업 중 ‘동행복지재단 리뉴얼’사업은 전국에서 12개의 장애인종합복지관이 선정과, 영남권에서는 칠곡군장애인종합복지관이 유일하다.",일간경북신문,http://www.kbsm.net/news/view.php?idx=387761
"칠곡군, 벌목 후 천덕꾸러기 `아까시나무`의 재발견…친환경 상패로 제작 ‘눈길’",2023-04-12 10:55:03+00:00,벌목 이후에는 마땅한 사용처가 없어 천덕꾸러기로 전락하는 아까시나무가 고향 사랑을 일깨우는 ‘친환경 상패’로 거듭나며 주목받고 있다.아까시나무는 벌꿀을 제공하고 이산화탄소 흡수량이 상수리나무보다 두 배 높아 환경 보호를 위한 가치는 높지만 목재로는 활용도와 경제성이 떨어졌다.칠곡군은 지난 2월부터 적당한 간격을 유지해 나무를 잘 자라게 하는 간벌 작업으로 베어진 아까시나무를 활용해 친환경 상패를 제작했다.기존 금속과 아크릴 재질로 만들어진 상패는 재활용은 물론 소각이 어렵고 이름과 소속 등의 개인정보가 새겨있어 버리기도 쉽지 않았다.또 패를 넣었던 겉면을 천으로 감싼 상자를 해체해서 버리는 일 또한 만만치 않았다.김재욱 칠곡군수는 이러한 문제점을 발견하고 지역에서 쉽게 구할 수 있는 아까시나무로 눈길을 돌렸다.칠곡군이 제작한 친환경 상패는 간벌 작업으로 기증받은 아까시나무를 3개월 이상 건조 과정을 거친 후 상패 크기에 맞게 절단한다.또 레이저로 목재 표면을 태워 글자가 잘 지워지지 않고 음각으로 각인해 시간이 지날수록 고급스러운 느낌을 주며 보관 상자 대신에 친환경 에코백을 사용했다.이와 함께 지역 아까시나무를 활용하고 대통령의 연하장 글씨체로 유명한 칠곡할매글꼴을 사용해 칠곡군 홍보와 애향심 고취에도 한몫하고 있다.칠곡군으로부터 아까시나무로 제작한 상패를 받은 주민의 호평이 이어지고 있다.한편 칠곡군은 아까시나무 상패 제작과 함께 출력물 대신에 TV 화면을 보고 매체로 이용하는 ‘종이-ZERO 스마트 보고’를 시행하는 등 친환경 운동을 전개하고 있다.,일간경북신문,http://www.kbsm.net/news/view.php?idx=387752
[동정] 김재욱 칠곡군수,2023-04-11 11:35:43+00:00,김재욱 칠곡군수는 12일 오후 4시 칠곡종합운동장에서 경북도민체육대회 출전선수 훈련장에 격려방문할 예정이다.,일간경북신문,http://www.kbsm.net/news/view.php?idx=387619
"칠곡군, 왜관읍 2번도로길 간판개선사업 주민설명회 진행",2023-04-10 13:21:28+00:00,"칠곡군은 지난 7일 간판개선추진위원회 위원, 업소주, 사업관계자 등 40여 명이 참여한 가운데 왜관읍 2번도로길 간판개선사업 주민설명회를 개최했다. 이번 사업은 ‘2023년 경상북도 간판개선 공모사업’에 선정돼 총 사업비 2억3300만원을 투입해 중앙로6길(나만의 자유)에서 회전로터리(제일동물병원)까지 양쪽방향 720m구간에 110개 업소의 간판을 새롭게 디자인한다.이날 설명회에서는 사업의 개요 및 간판 가이드라인 설명, 칠곡할매글꼴을 활용한 간판 디자인 컨셉 적용 등 사업의 전반적인 방향을 설명하고 간판개선사업에 대한 주민들의 인식개선 및 주민 의견을 수렴했다. 칠곡군 건축디자인관계자는 “왜관읍 2번도로길 간판개선사업을 통해 쾌적하고 특색있는 거리를 조성하여 지역상권 활성화 효과를 기대하고 있다”며“성공적인 사업추진을 위해서 주민들의 적극적인 관심과 협조가 필요하다”고 당부했다.한편, 칠곡군은 8월까지 디자인 개발 및 실시설계 용역을 통해 주민 동의를 받아, 올 11월 말 최종 설치를 완료할 계획이다.",일간경북신문,http://www.kbsm.net/news/view.php?idx=387473
"칠곡군, 소프트웨어 과업심의위원회 개최",2023-04-09 09:58:21+00:00,"칠곡군은 소프트웨어사업의 공정하고 합리적인 과업 수행체계를 마련하기 위한 칠곡군 소프트웨어 과업심의위원회를 개최했다고 지난 6일 밝혔다 .위원회 개최에 앞서 위촉식를 열고, 대학교수 등 관련 전문가 5명을 심의위원으로 위촉했다.위촉식에 이어 이날 위원회에서는 공간정보활용시스템 구축사업안 등 총 5건의 안건을 심의했다.칠곡군 소프트웨어 과업심의위원회는 앞으로 칠곡군이 발주하는 소프트웨어사업의 과업내용 확정 또는 계약변경, 적정사업기간 산정, 그리고 상용 소프트웨어 직접구매 대상에 대한 사안들을 심의 및 의결하게 된다.",일간경북신문,http://www.kbsm.net/news/view.php?idx=387340
"칠곡군보건소, `제51회 보건의 날` 보건의료사업 우수기관 표창",2023-04-09 09:48:31+00:00,칠곡군보건소(소장 권정희)가 지난 7일 포항시 문화예술회관에서 개최된 제51회 보건의 날 기념식에서 보건의료사업 평가부분 경상북도 우수기관으로 선정돼 기관표창을 수상했다.,일간경북신문,http://www.kbsm.net/news/view.php?idx=387337
"칠곡군, 제5회 기산면민 회합한마당 개최",2023-04-08 19:15:48+00:00,"푸릇푸릇 생동감이 넘치는 4월의 봄을 맞이해 제5회 기산면민 화합한마당 행사가 지난 8일 칠곡군 기산면사무소 앞 야외무대에서 열렸다. 이날 화합한마당 행사에 김재욱 칠곡군수를 비롯해 이수운 기산면장, 심청보 군의장, 기초의원, 기산면 번영회장, 마을 주민 등 1000여 명이 참석했다.이번 행사는 1~2부로 나뉘어 식전행사로 기산풍물단원 구성된 풍물공연과 지역을 대표하는 민요공연과 퓨전 두드림 난타공연 등 다양한 문화공연을 펼쳤다.이밖에 서예전시, 서양화 등 수십 점을 전시해 기산면 뛰어난 문인들의 작품전시에 큰 관심과 고무신 그림그리기 체험행사 등 다채로운 행사가 이루어졌다. 이어 면민장기자랑에 통기타 연주 등 인기가수 공연에 한바탕 흥겨운 화합의무대가 펼쳐졌다. 또한 행운권 추첨을 통해 푸짐한 경품이 돌아갔다. 이날 기산면 여성단체에서 다양한 먹거리 제공과 지역단체 대한적십자봉사회원들이 활약이 덧보였다. 이수운 기산면장은 ″이번 제5회 기산면민 화합한마당 축제를 통해 3100여 명의 면민과 소통과 화합속에 자긍심을 가지고, 칠곡에서 가장 넉넉하고 살기좋은 청정지역 기산면을 건설하겠다""며 ""면민전체가 화합 된 축제를 통해 행복한 기산, 귀농하기 좋은 기산면을 만들겠다""고 강조했다.",일간경북신문,http://www.kbsm.net/news/view.php?idx=387296
